AMBAinScope,ResourceType,FriendlyName
no,Microsoft.DBforPostgreSQL/locations,null
no,Microsoft.DBforPostgreSQL/locations/operationResults,null
no,Microsoft.DBforPostgreSQL/locations/azureAsyncOperation,null
no,Microsoft.DBforPostgreSQL/locations/administratorOperationResults,null
no,Microsoft.DBforPostgreSQL/locations/administratorAzureAsyncOperation,null
no,Microsoft.DBforPostgreSQL/locations/checkVirtualNetworkSubnetUsage,null
no,Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionProxyOperationResults,null
no,Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionProxyAzureAsyncOperation,null
no,Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionOperationResults,null
no,Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionAzureAsyncOperation,null
no,Microsoft.DBforPostgreSQL/locations/performanceTiers,null
no,Microsoft.DBforPostgreSQL/locations/securityAlertPoliciesAzureAsyncOperation,null
no,Microsoft.DBforPostgreSQL/locations/securityAlertPoliciesOperationResults,null
no,Microsoft.DBforPostgreSQL/locations/recommendedActionSessionsAzureAsyncOperation,null
no,Microsoft.DBforPostgreSQL/locations/recommendedActionSessionsOperationResults,null
no,Microsoft.DBforPostgreSQL/servers/topQueryStatistics,null
no,Microsoft.DBforPostgreSQL/servers/queryTexts,null
no,Microsoft.DBforPostgreSQL/servers/waitStatistics,null
no,Microsoft.DBforPostgreSQL/servers/resetQueryPerformanceInsightData,null
no,Microsoft.DBforPostgreSQL/servers/advisors,null
no,Microsoft.DBforPostgreSQL/servers/privateLinkResources,null
no,Microsoft.DBforPostgreSQL/servers/privateEndpointConnections,null
no,Microsoft.DBforPostgreSQL/servers/privateEndpointConnectionProxies,null
no,Microsoft.DBforPostgreSQL/servers/keys,null
no,Microsoft.DBforPostgreSQL/locations/serverKeyAzureAsyncOperation,null
no,Microsoft.DBforPostgreSQL/locations/serverKeyOperationResults,null
no,Microsoft.DBforPostgreSQL/locations/getCachedServerName,null
no,Microsoft.DelegatedNetwork/operations,null
yes,Microsoft.DesktopVirtualization/workspaces,Desktop Virtualization Workspaces
no,Microsoft.DesktopVirtualization/applicationgroups,null
no,Microsoft.DesktopVirtualization/applicationgroups/applications,null
no,Microsoft.DesktopVirtualization/applicationgroups/desktops,null
no,Microsoft.DesktopVirtualization/applicationgroups/startmenuitems,null
yes,Microsoft.DesktopVirtualization/hostpools,Azure Virtual Desktop
no,Microsoft.DesktopVirtualization/hostpools/msixpackages,null
no,Microsoft.DesktopVirtualization/hostpools/sessionhosts,null
no,Microsoft.DesktopVirtualization/hostpools/sessionhosts/usersessions,null
no,Microsoft.DesktopVirtualization/hostpools/usersessions,null
Yes,Microsoft.DesktopVirtualization/scalingplans,Desktop Virtualization Scaling Plans
no,Microsoft.DesktopVirtualization/appattachpackages,null
no,Microsoft.DesktopVirtualization/operations,null
no,Microsoft.DevAI/Locations,null
no,Microsoft.DevAI/Locations/operationstatuses,null
No,Microsoft.DevAI/instances,null
no,Microsoft.DevAI/instances/experiments,null
no,Microsoft.DevAI/instances/sandboxes,null
no,Microsoft.DevAI/instances/sandboxes/experiments,null
no,Microsoft.DevAI/Operations,null
no,Microsoft.DevAI/registeredSubscriptions,null
no,Microsoft.DevCenter/operations,null
no,Microsoft.DevCenter/Locations,null
no,Microsoft.DevCenter/Locations/OperationStatuses,null
no,Microsoft.DevCenter/devcenters,null
no,Microsoft.DevCenter/devcenters/catalogs,null
no,Microsoft.DevCenter/devcenters/attachednetworks,null
no,Microsoft.DevCenter/devcenters/devboxdefinitions,null
no,Microsoft.DevCenter/devcenters/environmentTypes,null
no,Microsoft.DevCenter/devcenters/galleries,null
no,Microsoft.DevCenter/devcenters/galleries/images/versions,null
no,Microsoft.DevCenter/devcenters/galleries/images,null
no,Microsoft.DevCenter/devcenters/images,null
no,Microsoft.DevCenter/networkconnections,null
no,Microsoft.DevCenter/networkconnections/healthchecks,null
no,Microsoft.DevCenter/projects,null
no,Microsoft.DevCenter/projects/attachednetworks,null
no,Microsoft.DevCenter/projects/environmentTypes,null
no,Microsoft.DevCenter/projects/pools,null
no,Microsoft.DevCenter/projects/pools/schedules,null
no,Microsoft.DevCenter/projects/devboxdefinitions,null
no,Microsoft.DevCenter/projects/allowedEnvironmentTypes,null
no,Microsoft.DevCenter/checkNameAvailability,null
no,Microsoft.DevCenter/networkconnections/outboundNetworkDependenciesEndpoints,null
no,Microsoft.DevCenter/Locations/usages,null
no,Microsoft.DevCenter/devcenters/catalogs/devboxdefinitions,null
no,Microsoft.DevCenter/devcenters/catalogs/environmentDefinitions,null
no,Microsoft.DevCenter/devcenters/catalogs/tasks,null
no,Microsoft.DevCenter/checkScopedNameAvailability,null
no,Microsoft.DevCenter/projects/catalogs,null
no,Microsoft.DevCenter/projects/catalogs/environmentDefinitions,null
no,Microsoft.DevelopmentWindows365/DevelopmentCloudPcDelegatedMsis,null
no,Microsoft.DevHub/operations,null
no,Microsoft.DevHub/workflows,null
no,Microsoft.DevHub/locations,null
no,Microsoft.DevHub/locations/githuboauth,null
no,Microsoft.DevHub/locations/generatePreviewArtifacts,null
no,Microsoft.DeviceRegistry/locations,null
no,Microsoft.DeviceRegistry/operations,null
no,Microsoft.DeviceRegistry/operationStatuses,null
no,Microsoft.DeviceRegistry/locations/operationStatuses,null
no,Microsoft.DeviceRegistry/assets,null
no,Microsoft.DeviceRegistry/assetEndpointProfiles,null
no,Microsoft.Devices/checkNameAvailability,null
no,Microsoft.Devices/checkProvisioningServiceNameAvailability,null
no,Microsoft.Devices/usages,null
no,Microsoft.Devices/operations,null
no,Microsoft.Devices/operationResults,null
no,Microsoft.Devices/provisioningServiceOperationResults,null
no,Microsoft.Devices/locations/provisioningServiceOperationResults,null
no,Microsoft.Devices/locations,null
no,Microsoft.Devices/locations/operationResults,null
yes,Microsoft.Devices/IotHubs,Iot Hub
no,Microsoft.Devices/IotHubs/eventGridFilters,null
no,Microsoft.Devices/IotHubs/failover,null
no,Microsoft.Devices/ProvisioningServices,null
no,Microsoft.Devices/IotHubs/securitySettings,null
no,Microsoft.DeviceUpdate/locations,null
no,Microsoft.DeviceUpdate/locations/operationStatuses,null
no,Microsoft.DeviceUpdate/operations,null
no,Microsoft.DeviceUpdate/accounts,null
no,Microsoft.DeviceUpdate/accounts/instances,null
no,Microsoft.DeviceUpdate/checkNameAvailability,null
no,Microsoft.DeviceUpdate/registeredSubscriptions,null
no,Microsoft.DeviceUpdate/accounts/privateLinkResources,null
no,Microsoft.DeviceUpdate/accounts/privateEndpointConnections,null
no,Microsoft.DeviceUpdate/accounts/privateEndpointConnectionProxies,null
no,Microsoft.DevTestLab/labs/environments,null
No,Microsoft.DevTestLab/labs,null
no,Microsoft.DevTestLab/schedules,null
no,Microsoft.DevTestLab/labs/virtualMachines,null
no,Microsoft.DevTestLab/labs/serviceRunners,null
no,Microsoft.DevTestLab/operations,null
no,Microsoft.DevTestLab/locations,null
no,Microsoft.DevTestLab/locations/operations,null
no,Microsoft.DigitalTwins/locations,null
no,Microsoft.DigitalTwins/locations/checkNameAvailability,null
Yes,Microsoft.DigitalTwins/digitalTwinsInstances,DigitalTwins Instances
no,Microsoft.DigitalTwins/digitalTwinsInstances/operationResults,null
no,Microsoft.DigitalTwins/locations/operationResults,null
no,Microsoft.DigitalTwins/locations/operationsStatuses,null
no,Microsoft.DigitalTwins/digitalTwinsInstances/endpoints,null
no,Microsoft.DigitalTwins/digitalTwinsInstances/timeSeriesDatabaseConnections,null
no,Microsoft.DigitalTwins/operations,null
No,Microsoft.Easm/workspaces,null
no,Microsoft.Easm/workspaces/labels,null
no,Microsoft.Easm/operations,null
no,Microsoft.Easm/workspaces/tasks,null
no,Microsoft.EdgeManagement/locations,null
no,Microsoft.EdgeManagement/operations,null
no,Microsoft.EdgeMarketplace/operations,null
no,Microsoft.EdgeMarketplace/locations,null
no,Microsoft.EdgeMarketplace/locations/operationStatuses,null
no,Microsoft.EdgeMarketplace/publishers,null
no,Microsoft.EdgeMarketplace/offers,null
no,Microsoft.EdgeOrder/addresses,null
no,Microsoft.EdgeOrder/orderItems,null
no,Microsoft.EdgeOrder/orders,null
no,Microsoft.EdgeOrder/locations,null
no,Microsoft.EdgeOrder/locations/orders,null
no,Microsoft.EdgeOrder/listProductFamilies,null
no,Microsoft.EdgeOrder/listConfigurations,null
no,Microsoft.EdgeOrder/productFamiliesMetadata,null
no,Microsoft.EdgeOrder/locations/hciCatalog,null
no,Microsoft.EdgeOrder/locations/hciCatalog/vendors,null
no,Microsoft.EdgeOrder/locations/hciCatalog/platforms,null
no,Microsoft.EdgeOrder/locations/hciCatalog/projects,null
no,Microsoft.EdgeOrder/locations/hciFlightCatalog,null
no,Microsoft.EdgeOrder/locations/hciFlightCatalog/vendors,null
no,Microsoft.EdgeOrder/locations/hciFlightCatalog/platforms,null
no,Microsoft.EdgeOrder/locations/hciFlightCatalog/projects,null
no,Microsoft.EdgeOrder/operations,null
no,Microsoft.EdgeOrder/locations/operationresults,null
no,Microsoft.EdgeOrderPartner/operations,null
no,Microsoft.Elastic/operations,null
no,Microsoft.Elastic/locations,null
no,Microsoft.Elastic/locations/operationStatuses,null
yes,Microsoft.Elastic/monitors,Elastic Monitors
no,Microsoft.Elastic/monitors/tagRules,null
no,Microsoft.Elastic/checkNameAvailability,null
no,Microsoft.Elastic/elasticVersions,null
no,Microsoft.Elastic/getOrganizationApiKey,null
no,Microsoft.Elastic/getElasticOrganizationToAzureSubscriptionMapping,null
no,Microsoft.Elastic/monitors/openAIIntegrations,null
yes,Microsoft.ElasticSan/elasticSans,Elastic Sans
no,Microsoft.ElasticSan/elasticSans/volumeGroups,null
no,Microsoft.ElasticSan/operations,null
no,Microsoft.ElasticSan/locations/asyncoperations,null
no,Microsoft.ElasticSan/locations,null
no,Microsoft.EnterpriseSupport/EnterpriseSupports,null
no,Microsoft.EnterpriseSupport/operationStatuses,null
no,Microsoft.EnterpriseSupport/validate,null
no,Microsoft.EnterpriseSupport/Operations,null
no,Microsoft.EntitlementManagement/Operations,null
no,Microsoft.Experimentation/Operations,null
no,Microsoft.ExtendedLocation/locations,null
no,Microsoft.ExtendedLocation/customLocations,null
no,Microsoft.ExtendedLocation/customLocations/enabledResourceTypes,null
no,Microsoft.ExtendedLocation/customLocations/resourceSyncRules,null
no,Microsoft.ExtendedLocation/locations/operationsstatus,null
no,Microsoft.ExtendedLocation/locations/operationresults,null
no,Microsoft.ExtendedLocation/operations,null
No,Microsoft.Fabric/capacities,null
no,Microsoft.Fabric/locations,null
no,Microsoft.Fabric/locations/checkNameAvailability,null
no,Microsoft.Fabric/locations/operationresults,null
no,Microsoft.Fabric/locations/operationstatuses,null
no,Microsoft.Fabric/operations,null
no,Microsoft.Falcon/namespaces,null
no,Microsoft.Features/features,null
no,Microsoft.Features/providers,null
no,Microsoft.Features/featureProviders,null
no,Microsoft.Features/subscriptionFeatureRegistrations,null
no,Microsoft.Features/featureProviderNamespaces,null
no,Microsoft.Features/featureConfigurations,null
no,Microsoft.Features/operations,null
yes,Microsoft.FluidRelay/fluidRelayServers,FluidRelay Server
no,Microsoft.FluidRelay/Operations,null
no,Microsoft.FluidRelay/fluidRelayServers/fluidRelayContainers,null
no,Microsoft.FluidRelay/Locations,null
no,Microsoft.FluidRelay/Locations/OperationStatuses,null
no,Microsoft.GraphServices/accounts,null
no,Microsoft.GraphServices/Operations,null
no,Microsoft.GraphServices/RegisteredSubscriptions,null
no,Microsoft.GraphServices/Locations,null
no,Microsoft.GraphServices/Locations/OperationStatuses,null
yes,Microsoft.HanaOnAzure/hanaInstances,Hana On Azure Instances
no,Microsoft.HanaOnAzure/locations/operationsStatus,null
no,Microsoft.HanaOnAzure/locations,null
no,Microsoft.HanaOnAzure/locations/operations,null
no,Microsoft.HanaOnAzure/operations,null
yes,Microsoft.HardwareSecurityModules/cloudHsmClusters,HSM Cluster
no,Microsoft.HardwareSecurityModules/locations,null
no,Microsoft.HardwareSecurityModules/operations,null
no,Microsoft.HDInsight/Locations,null
no,Microsoft.HDInsight/Locations/OperationStatuses,null
yes,Microsoft.HDInsight/clusterpools,HDInsight Cluster Pool
no,Microsoft.HDInsight/clusterpools/clusters,null
no,Microsoft.HDInsight/Locations/clusterofferingversions,null
no,Microsoft.HDInsight/locations/checkNameAvailability,null
no,Microsoft.HDInsight/clusterpools/clusters/serviceConfigs,null
no,Microsoft.HDInsight/clusterpools/clusters/instanceViews,null
no,Microsoft.HDInsight/Locations/availableclusterversions,null
no,Microsoft.HDInsight/Locations/availableclusterpoolversions,null
no,Microsoft.HDInsight/operations,null
no,Microsoft.HDInsight/clusterpools/clusters/jobs,null
yes,Microsoft.HDInsight/clusters,HDInsight cluster
no,Microsoft.HDInsight/clusters/applications,null
no,Microsoft.HDInsight/clusters/operationresults,null
no,Microsoft.HDInsight/locations/capabilities,null
no,Microsoft.HDInsight/locations/usages,null
no,Microsoft.HDInsight/locations/billingSpecs,null
no,Microsoft.HDInsight/locations/operationresults,null
no,Microsoft.HDInsight/locations/azureasyncoperations,null
no,Microsoft.HDInsight/locations/validateCreateRequest,null
no,Microsoft.HealthBot/Operations,null
no,Microsoft.HealthBot/Locations,null
no,Microsoft.HealthBot/Locations/OperationStatuses,null
yes,Microsoft.HealthBot/healthBots,Health Bot
yes,Microsoft.HealthcareApis/services,Azure API for FHIR
no,Microsoft.HealthcareApis/services/privateEndpointConnectionProxies,null
no,Microsoft.HealthcareApis/services/privateEndpointConnections,null
no,Microsoft.HealthcareApis/services/privateLinkResources,null
no,Microsoft.HealthcareApis/services/iomtconnectors,null
no,Microsoft.HealthcareApis/services/iomtconnectors/connections,null
no,Microsoft.HealthcareApis/services/iomtconnectors/mappings,null
yes,Microsoft.HealthcareApis/workspaces,Healthcare APIs Workspaces
no,Microsoft.HealthcareApis/workspaces/privateEndpointConnectionProxies,null
no,Microsoft.HealthcareApis/workspaces/privateEndpointConnections,null
no,Microsoft.HealthcareApis/workspaces/privateLinkResources,null
no,Microsoft.HealthcareApis/workspaces/dicomservices,null
no,Microsoft.HealthcareApis/workspaces/iotconnectors,null
no,Microsoft.HealthcareApis/workspaces/iotconnectors/fhirdestinations,null
no,Microsoft.HealthcareApis/workspaces/fhirservices,null
no,Microsoft.HealthcareApis/workspaces/eventGridFilters,null
no,Microsoft.HealthcareApis/locations,null
no,Microsoft.HealthcareApis/locations/operationresults,null
no,Microsoft.HealthcareApis/checkNameAvailability,null
no,Microsoft.HealthcareApis/operations,null
no,Microsoft.HealthcareApis/validateMedtechMappings,null
no,Microsoft.HealthDataAIServices/locations,null
no,Microsoft.HealthDataAIServices/locations/operationStatuses,null
no,Microsoft.HealthDataAIServices/Operations,null
no,Microsoft.HealthModel/Operations,null
no,Microsoft.Help/operations,null
no,Microsoft.Help/operationResults,null
no,Microsoft.Help/discoverySolutions,null
no,Microsoft.Help/discoverSolutions,null
no,Microsoft.Help/diagnostics,null
no,Microsoft.Help/checkNameAvailability,null
no,Microsoft.Help/solutions,null
no,Microsoft.Help/simplifiedSolutions,null
no,Microsoft.Help/troubleshooters,null
no,Microsoft.Help/SelfHelp,null
no,Microsoft.HybridCloud/cloudConnectors,null
no,Microsoft.HybridCloud/cloudConnections,null
yes,Microsoft.HybridCompute/machines,Machine
no,Microsoft.HybridCompute/machines/hybridIdentityMetadata,null
no,Microsoft.HybridCompute/machines/privateLinkScopes,null
no,Microsoft.HybridCompute/machines/extensions,null
no,Microsoft.HybridCompute/locations,null
no,Microsoft.HybridCompute/locations/publishers,null
no,Microsoft.HybridCompute/locations/publishers/extensionTypes,null
no,Microsoft.HybridCompute/locations/publishers/extensionTypes/versions,null
no,Microsoft.HybridCompute/locations/operationStatus,null
no,Microsoft.HybridCompute/locations/operationResults,null
no,Microsoft.HybridCompute/operations,null
no,Microsoft.HybridCompute/machines/assessPatches,null
no,Microsoft.HybridCompute/machines/installPatches,null
no,Microsoft.HybridCompute/locations/updateCenterOperationResults,null
no,Microsoft.HybridCompute/privateLinkScopes,null
no,Microsoft.HybridCompute/privateLinkScopes/privateEndpointConnections,null
no,Microsoft.HybridCompute/privateLinkScopes/privateEndpointConnectionProxies,null
no,Microsoft.HybridCompute/locations/privateLinkScopes,null
